% Model:              20240422_3B_ideal_sweep.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jan 14 2026, 18:43
% Table:              Table 2 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
1.633868896100000E14                              1.407275420168281E0-1.890170051104238E-3i         0.000000000000000E0                               1.292136050324563E-10                             6.241538901325162E-2-3.661693826347446E-1i
1.633868896100000E14                              1.410385933311076E0-1.082135427551994E-3i         0.000000000000000E0                               1.547333079559022E-10                             2.372925994836697E-4-1.306285884837056E-5i
1.633868896100000E14                              1.410431569040271E0-1.119718552849750E-3i         0.000000000000000E0                               1.590307901024806E-10                             -2.460681092335460E-4+2.928556433093363E-4i
1.633868896100000E14                              1.414967254358797E0-2.140797274956333E-4i         1.000000000000000E0                               3.820249388318779E-11                             6.164055498196863E-1+6.989657118889875E-2i
1.656353330450000E14                              1.407171749994915E0-1.894226229656180E-3i         0.000000000000000E0                               2.195605884485791E-10                             -4.426609922136333E-2-5.720962815575820E-2i
1.656353330450000E14                              1.408026078044849E0-1.796505093919490E-3i         0.000000000000000E0                               1.251970656599422E-10                             2.722355461582045E-2-3.735514461009606E-1i
1.656353330450000E14                              1.411019541174984E0-1.029070519234296E-3i         0.000000000000000E0                               1.525905699666825E-10                             2.189098910482088E-4-2.621648563023034E-4i
1.656353330450000E14                              1.411063257978223E0-1.074035885953696E-3i         0.000000000000000E0                               1.576599467014044E-10                             -1.016543069770961E-5+1.969106997873813E-4i
1.656353330450000E14                              1.415529066846837E0-1.997522173739612E-4i         1.000000000000000E0                               3.677517007769784E-11                             6.239758993683535E-1+7.035365057016366E-2i
1.678837764800000E14                              1.407880327359128E0-1.825348878168906E-3i         0.000000000000000E0                               2.159157872124012E-10                             -3.390530263473229E-2-5.679653790380557E-2i
1.678837764800000E14                              1.408779314123056E0-1.712042133139956E-3i         0.000000000000000E0                               1.212678878767392E-10                             2.619746928969669E-2-3.761420344900178E-1i
1.678837764800000E14                              1.411634059314275E0-9.830532309755035E-4i         0.000000000000000E0                               1.502034566917062E-10                             2.143330088531944E-4-7.387206969354157E-5i
1.678837764800000E14                              1.411671785080637E0-1.031406646735428E-3i         0.000000000000000E0                               1.554965907185982E-10                             1.890377576701153E-4+7.399746311575865E-5i
1.678837764800000E14                              1.416077671871551E0-1.857110007033693E-4i         1.000000000000000E0                               3.536756478266885E-11                             6.317154524636829E-1+6.927376876816904E-2i
1.701322199150000E14                              1.408585939484894E0-1.752813137873422E-3i         0.000000000000000E0                               2.148436139689564E-10                             -3.282722776385274E-2-5.445066766778711E-2i
1.701322199150000E14                              1.409527802020510E0-1.641853626328134E-3i         0.000000000000000E0                               1.186769492220672E-10                             3.116590835889681E-2-3.767184807588520E-1i
1.701322199150000E14                              1.412226386995364E0-9.416574626447857E-4i         0.000000000000000E0                               1.475417991439271E-10                             4.757277507279852E-4-7.661929686108855E-5i
1.701322199150000E14                              1.412259316721455E0-9.930665053978827E-4i         0.000000000000000E0                               1.529745490497482E-10                             -1.660182657940273E-4+4.368822689686663E-4i
1.701322199150000E14                              1.416614038101375E0-1.719720890803382E-4i         1.000000000000000E0                               3.399056202610430E-11                             6.396491990210592E-1+6.767785466520349E-2i
1.723806633500000E14                              1.409256764016209E0-1.687947987130486E-3i         0.000000000000000E0                               2.101408430387901E-10                             -2.510085655715993E-2-5.392927608441170E-2i
1.723806633500000E14                              1.410238322845223E0-1.567704110920413E-3i         0.000000000000000E0                               1.156531698638481E-10                             4.072152481638960E-2-3.772757231605648E-1i
1.723806633500000E14                              1.412809094673892E0-9.006245924325973E-4i         0.000000000000000E0                               1.455995485266526E-10                             1.322466757544888E-4-3.355777076084995E-4i
1.723806633500000E14                              1.412836803733618E0-9.540554915163972E-4i         0.000000000000000E0                               1.511799370596606E-10                             -4.020646334074698E-4-1.145201987591572E-4i
1.723806633500000E14                              1.417138232637424E0-1.596433953085688E-4i         1.000000000000000E0                               3.266344558442476E-11                             6.473644953638519E-1+6.770473862708630E-2i
1.746291067850000E14                              1.409912842180981E0-1.632515662877866E-3i         0.000000000000000E0                               2.051481771156337E-10                             -1.911194840166081E-2-5.352408419312127E-2i
1.746291067850000E14                              1.410928833339947E0-1.499502730993760E-3i         0.000000000000000E0                               1.131797142836536E-10                             2.658910095388189E-2-3.792354533156921E-1i
1.746291067850000E14                              1.413377406799526E0-8.606945177479066E-4i         0.000000000000000E0                               1.434098237806257E-10                             1.804739139454424E-4-1.589712432482506E-4i
1.746291067850000E14                              1.413399337164372E0-9.185088249317989E-4i         0.000000000000000E0                               1.493200559909591E-10                             -5.469511739003341E-4+1.478671532550614E-4i
