% Model:              20240422_3B_SEM_sweep_reduced.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 26 2025, 14:18
% Table:              Table 1 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
1.926166542650000E14                              1.422829662359493E0-3.125913284143895E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.697113538031212E-1-3.453508449842691E-1i
1.926166542650000E14                              1.422896328283467E0-3.141283860541574E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.750678315662011E-2-8.541283546687847E-2i
1.948650977000000E14                              1.418480628676712E0-3.365177654346346E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.582149698305902E-3+1.185542287506359E-3i
1.948650977000000E14                              1.418885844105535E0-3.826099425485879E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.206213383343838E-1+1.701511728202091E-1i
1.948650977000000E14                              1.418931922032896E0-3.928240987726236E-4i         0.000000000000000E0                               5.892294567188700E-12                             -6.815909763444764E-2+6.235005648895254E-3i
1.948650977000000E14                              1.423250779793944E0-2.872552619075220E-5i         1.000000000000000E0                               5.892294567188700E-12                             7.049057102067850E-1-2.836457295022571E-1i
1.948650977000000E14                              1.423315524227722E0-2.875315006761479E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.781440450841164E-2-8.411286143304236E-2i
1.971135411350000E14                              1.418932627050078E0-3.242040934514208E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.504303946581936E-3+1.201623019721026E-3i
1.971135411350000E14                              1.419346875104185E0-3.779307805879371E-4i         0.000000000000000E0                               5.892294567188700E-12                             -9.649743476885433E-2+1.749948778841625E-1i
1.971135411350000E14                              1.419385663130474E0-3.729712251220074E-4i         0.000000000000000E0                               5.892294567188700E-12                             -8.949040567867300E-2-2.108945109873133E-2i
1.971135411350000E14                              1.423664475321451E0-2.625656012754262E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.557220738798485E-1-3.963533704813740E-1i
1.971135411350000E14                              1.423728072447039E0-2.644576163459556E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.881214232168156E-2-8.181269840705249E-2i
1.993619845700000E14                              1.419376605867601E0-3.118084857587455E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.280052452220771E-3+1.400591452231711E-3i
1.993619845700000E14                              1.419795458523735E0-3.669833193705086E-4i         0.000000000000000E0                               5.892294567188700E-12                             -8.496737642630900E-2+1.803043289892259E-1i
1.993619845700000E14                              1.419834960928621E0-3.598803206852078E-4i         0.000000000000000E0                               5.892294567188700E-12                             -8.612748080325403E-2-3.437641992182369E-2i
1.993619845700000E14                              1.424073263988043E0-2.398747668429111E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.528873060726046E-1-4.120713729113317E-1i
1.993619845700000E14                              1.424135218827521E0-2.420721206121803E-5i         0.000000000000000E0                               5.892294567188700E-12                             -4.556001653918371E-2-7.723139322096845E-2i
2.016104280050000E14                              1.419812244496788E0-3.000843275104857E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.354238641399376E-3+1.308114939223440E-3i
2.016104280050000E14                              1.420236092093643E0-3.557949030201965E-4i         0.000000000000000E0                               5.892294567188700E-12                             -9.130232817694842E-2+1.765011543101390E-1i
2.016104280050000E14                              1.420275704393166E0-3.478224460258362E-4i         0.000000000000000E0                               5.892294567188700E-12                             -8.454228572415240E-2-4.190636339032723E-2i
2.016104280050000E14                              1.424475562282514E0-2.194061748299825E-5i         1.000000000000000E0                               5.892294567188700E-12                             4.000665710563863E-1-6.677472065719638E-1i
2.016104280050000E14                              1.424536230453470E0-2.213454453660037E-5i         0.000000000000000E0                               5.892294567188700E-12                             -3.679965440335072E-2-7.869983872976528E-2i
2.038588714400000E14                              1.420238708251941E0-2.887221380717257E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.687487944743184E-3-3.708241807212111E-5i
2.038588714400000E14                              1.420674472051585E0-3.389952702097687E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.126218892918207E-1+1.613566105963148E-1i
2.038588714400000E14                              1.420704033990192E0-3.426712070228139E-4i         0.000000000000000E0                               5.892294567188700E-12                             -9.725166269735809E-2+1.162535133750172E-2i
2.038588714400000E14                              1.424871130751764E0-2.006271622589426E-5i         1.000000000000000E0                               5.892294567188700E-12                             4.308562527444782E-1-6.544048826945363E-1i
2.038588714400000E14                              1.424930207531086E0-2.019128187548505E-5i         0.000000000000000E0                               5.892294567188700E-12                             -5.453213374836999E-2-7.821192306055419E-2i
2.061073148750000E14                              1.420657874540230E0-2.785089211343746E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.407014568168855E-3-3.101998932833712E-4i
2.061073148750000E14                              1.421092013868379E0-3.359962418264476E-4i         0.000000000000000E0                               5.892294567188700E-12                             -6.784465122758629E-2+1.835216608841891E-1i
2.061073148750000E14                              1.421133516338421E0-3.237993218625147E-4i         0.000000000000000E0                               5.892294567188700E-12                             -8.232769008433607E-2-5.519435832924195E-2i
2.061073148750000E14                              1.425259224860375E0-1.829594446230797E-5i         1.000000000000000E0                               5.892294567188700E-12                             4.701313541235222E-1-6.339936192121973E-1i
2.061073148750000E14                              1.425316955214803E0-1.849368166979640E-5i         0.000000000000000E0                               5.892294567188700E-12                             -5.297488662987285E-2-7.992271763466974E-2i
2.083557583100000E14                              1.421070183173964E0-2.688883167238875E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.018912856058558E-3+4.019724642929548E-4i
